alert_id,txn_id,alert_ts,channel,city,merchant_category,merchant_id,customer_id,amount_inr,fraud_score,rule_hit,severity,status,is_false_positive,is_blocked,analyst_queue
ALT0000785,TXN00015107,2025-07-20 04:54:58,UPI,Ahmedabad,Fuel,M1886,C71279,453.2,0.699,velocity,High,Investigating,0,0,Queue
ALT0000842,TXN00002494,2025-07-20 23:15:08,Wallet,Kolkata,Gaming,M1517,C24644,803.2,0.702,velocity,High,Investigating,0,0,Queue
ALT0000858,TXN00004646,2025-07-20 23:55:30,UPI,Kochi,Gaming,M1837,C20495,610.14,0.803,device,High,Investigating,0,0,Queue
ALT0000876,TXN00037953,2025-07-21 01:26:59,UPI,Kolkata,Fashion,M1762,C52451,1415.73,0.797,velocity,High,Investigating,0,0,Queue
ALT0000926,TXN00013747,2025-07-21 06:14:16,UPI,Lucknow,Grocery,M1334,C30894,2484.35,0.778,velocity,High,Investigating,0,0,Queue
ALT0001041,TXN00013561,2025-07-22 03:37:39,Card,Delhi,Gaming,M1243,C46014,63680.82,0.757,velocity,High,Investigating,0,0,Queue
ALT0001045,TXN00030181,2025-07-22 03:57:59,Card,Lucknow,Fashion,M1574,C47401,11664.04,0.689,night_burst,High,Open,0,0,Queue
ALT0001052,TXN00019560,2025-07-22 04:11:34,Card,Delhi,Travel,M1022,C27204,5651.4,0.767,device,High,Escalated,0,0,Queue
ALT0001059,TXN00018604,2025-07-22 04:49:02,Wallet,Bengaluru,Electronics,M1773,C57054,3021.89,0.783,device,High,Escalated,0,0,Queue
ALT0001066,TXN00003214,2025-07-22 05:30:15,Wallet,Indore,Travel,M1376,C10520,17669.44,0.806,device,High,Investigating,0,0,Queue
ALT0001067,TXN00011543,2025-07-22 06:10:26,UPI,Lucknow,Electronics,M1439,C51568,18796.49,0.813,device,High,Escalated,0,0,Queue
ALT0001079,TXN00042922,2025-07-22 10:10:31,UPI,Surat,Fuel,M1466,C45157,989.94,0.705,device,High,Escalated,0,0,Queue
ALT0001120,TXN00032348,2025-07-22 23:35:22,Wallet,Chennai,Food Delivery,M1785,C24504,1470.55,0.801,new_payee,High,Open,0,0,Queue
ALT0001131,TXN00016764,2025-07-23 00:46:26,Wallet,Ahmedabad,Electronics,M1133,C62764,665.53,0.818,velocity,High,Open,0,0,Queue
ALT0001144,TXN00026068,2025-07-23 01:25:28,UPI,Mumbai,Fuel,M1890,C36628,2481.77,0.683,night_burst,High,Escalated,0,0,Queue
ALT0001156,TXN00016351,2025-07-23 02:27:40,UPI,Kolkata,Healthcare,M1789,C11991,3572.44,0.8,geo_mismatch,High,Escalated,0,0,Queue
ALT0001176,TXN00000854,2025-07-23 03:52:10,UPI,Nagpur,Fuel,M1321,C50818,945.42,0.758,device,High,Investigating,0,0,Queue
ALT0001184,TXN00021304,2025-07-23 04:28:12,UPI,Nagpur,Travel,M1877,C64829,437.62,0.689,night_burst,High,Investigating,0,0,Queue
ALT0001190,TXN00001861,2025-07-23 04:42:23,UPI,Delhi,Electronics,M1877,C24382,13480.7,0.736,velocity,High,Investigating,0,0,Queue
ALT0001195,TXN00010001,2025-07-23 05:10:17,Card,Hyderabad,Food Delivery,M1756,C56154,53484.95,0.799,geo_mismatch,High,Investigating,0,0,Queue
ALT0001200,TXN00034317,2025-07-23 07:40:48,Card,Jaipur,Fashion,M1339,C84148,36063.08,0.82,device,High,Investigating,0,0,Queue
ALT0001330,TXN00010267,2025-07-24 04:07:15,Card,Delhi,Fashion,M1466,C75141,26833.48,0.774,velocity,High,Investigating,0,0,Queue
ALT0001357,TXN00002059,2025-07-24 11:01:26,UPI,Nagpur,Grocery,M1627,C49169,1887.7,0.812,new_payee,High,Escalated,0,0,Queue
ALT0001414,TXN00002232,2025-07-25 01:03:41,UPI,Bengaluru,Education,M1253,C46096,9342.13,0.767,device,High,Open,0,0,Queue
ALT0001494,TXN00032863,2025-07-25 09:19:45,Card,Pune,Gaming,M1881,C81320,31978.4,0.734,new_payee,High,Investigating,0,0,Queue
ALT0001507,TXN00011853,2025-07-25 14:18:29,UPI,Pune,Fuel,M1844,C30765,2727.47,0.81,velocity,High,Open,0,0,Queue
ALT0001569,TXN00042027,2025-07-26 01:31:07,Card,Delhi,Utilities,M1141,C67404,36289.72,0.74,amount_spike,High,Investigating,0,0,Queue
ALT0001577,TXN00013659,2025-07-26 02:11:46,UPI,Hyderabad,Gaming,M1430,C77678,52741.37,0.714,amount_spike,High,Investigating,0,0,Queue
ALT0001619,TXN00015928,2025-07-26 04:20:29,UPI,Jaipur,Food Delivery,M1806,C46564,14917.52,0.745,velocity,High,Investigating,0,0,Queue
ALT0001624,TXN00031000,2025-07-26 04:34:46,Card,Lucknow,Fuel,M1183,C82727,2073.42,0.794,velocity,High,Investigating,0,0,Queue
ALT0001650,TXN00020581,2025-07-26 12:43:27,Card,Delhi,Food Delivery,M1268,C33606,350000.0,0.692,new_payee,High,Open,0,0,Queue
ALT0001707,TXN00016180,2025-07-26 23:57:05,UPI,Ahmedabad,Grocery,M1780,C31150,6065.65,0.691,device,High,Escalated,0,0,Queue
ALT0001711,TXN00027861,2025-07-27 00:13:57,Card,Chandigarh,Grocery,M1349,C23523,13427.89,0.734,velocity,High,Investigating,0,0,Queue
ALT0001731,TXN00041471,2025-07-27 01:20:16,UPI,Indore,Gaming,M1396,C57912,10804.86,0.807,velocity,High,Open,0,0,Queue
ALT0001741,TXN00036986,2025-07-27 02:31:47,UPI,Surat,Healthcare,M1033,C30813,27885.0,0.784,velocity,High,Investigating,0,0,Queue
ALT0001758,TXN00037206,2025-07-27 03:21:24,Wallet,Hyderabad,Healthcare,M1460,C73062,4424.22,0.74,night_burst,High,Investigating,0,0,Queue
ALT0001763,TXN00002497,2025-07-27 03:39:36,UPI,Chennai,Travel,M1076,C18682,6294.83,0.691,device,High,Investigating,0,0,Queue
ALT0001769,TXN00020733,2025-07-27 03:56:02,UPI,Ahmedabad,Education,M1287,C51592,262.31,0.787,device,High,Open,0,0,Queue
ALT0001772,TXN00011308,2025-07-27 04:15:31,UPI,Bengaluru,Gaming,M1719,C75805,3100.2,0.707,velocity,High,Investigating,0,0,Queue
ALT0001784,TXN00003769,2025-07-27 04:53:48,Card,Jaipur,Food Delivery,M1849,C45664,232816.63,0.789,night_burst,High,Investigating,0,0,Queue
ALT0001800,TXN00042273,2025-07-27 07:30:36,Card,Hyderabad,Grocery,M1795,C28021,55015.64,0.733,device,High,Investigating,0,0,Queue
ALT0001910,TXN00021244,2025-07-28 04:10:01,Card,Nagpur,Gaming,M1165,C12285,10302.89,0.752,device,High,Investigating,0,0,Queue
ALT0001979,TXN00027971,2025-07-29 00:13:28,UPI,Ahmedabad,Travel,M1546,C55837,3701.48,0.798,velocity,High,Investigating,0,0,Queue
ALT0001981,TXN00029057,2025-07-29 00:18:50,UPI,Kolkata,Electronics,M1853,C43813,681.31,0.712,new_payee,High,Investigating,0,0,Queue
ALT0001987,TXN00006901,2025-07-29 00:39:42,UPI,Jaipur,Grocery,M1686,C70665,3367.49,0.788,velocity,High,Investigating,0,0,Queue
ALT0001995,TXN00047351,2025-07-29 01:31:44,Card,Kochi,Healthcare,M1038,C59292,305523.87,0.742,night_burst,High,Investigating,0,0,Queue
ALT0002001,TXN00004594,2025-07-29 02:19:36,Card,Hyderabad,Fashion,M1462,C23637,5420.85,0.813,device,High,Escalated,0,0,Queue
ALT0002020,TXN00024900,2025-07-29 03:14:08,Card,Kochi,Gaming,M1311,C72414,10177.03,0.778,velocity,High,Investigating,0,0,Queue
ALT0002027,TXN00004087,2025-07-29 04:08:54,UPI,Bengaluru,Electronics,M1665,C64185,8053.15,0.69,device,High,Investigating,0,0,Queue
ALT0002035,TXN00046841,2025-07-29 04:42:27,Wallet,Delhi,Food Delivery,M1581,C56663,3414.25,0.773,velocity,High,Investigating,0,0,Queue
ALT0002049,TXN00041376,2025-07-29 08:48:51,UPI,Chennai,Gaming,M1066,C48097,27054.64,0.774,amount_spike,High,Investigating,0,0,Queue
ALT0002073,TXN00002278,2025-07-29 20:49:39,Card,Pune,Grocery,M1011,C44035,53570.67,0.747,velocity,High,Open,0,0,Queue
ALT0002074,TXN00034727,2025-07-29 21:41:38,UPI,Delhi,Education,M1674,C64254,43077.62,0.738,device,High,Investigating,0,0,Queue
ALT0002080,TXN00017888,2025-07-29 23:09:31,UPI,Lucknow,Fashion,M1558,C83337,497.74,0.819,new_payee,High,Investigating,0,0,Queue
ALT0002093,TXN00018952,2025-07-29 23:43:22,UPI,Chennai,Fuel,M1785,C57938,15252.34,0.685,night_burst,High,Investigating,0,0,Queue
ALT0002137,TXN00016068,2025-07-30 02:04:13,UPI,Chandigarh,Gaming,M1055,C26098,968.64,0.816,velocity,High,Escalated,0,0,Queue
ALT0002146,TXN00003176,2025-07-30 02:23:14,Card,Surat,Fuel,M1605,C27918,3213.77,0.732,night_burst,High,Investigating,0,0,Queue
ALT0002151,TXN00031726,2025-07-30 02:38:14,Card,Pune,Electronics,M1632,C51300,23697.82,0.785,geo_mismatch,High,Open,0,0,Queue
ALT0002258,TXN00034449,2025-07-31 02:17:45,UPI,Indore,Travel,M1780,C83202,10716.12,0.772,geo_mismatch,High,Open,0,0,Queue
ALT0002266,TXN00011863,2025-07-31 02:55:49,UPI,Kolkata,Fuel,M1155,C35959,4524.23,0.776,velocity,High,Open,0,0,Queue
ALT0002366,TXN00045586,2025-08-01 00:05:37,Wallet,Nagpur,Healthcare,M1429,C73858,104569.95,0.772,amount_spike,High,Open,0,0,Queue
ALT0002369,TXN00017662,2025-08-01 00:09:29,UPI,Pune,Fuel,M1189,C40514,3408.56,0.808,velocity,High,Investigating,0,0,Queue
ALT0002396,TXN00023935,2025-08-01 02:04:47,Card,Ahmedabad,Education,M1808,C36243,14045.29,0.766,night_burst,High,Open,0,0,Queue
ALT0002399,TXN00001966,2025-08-01 02:06:54,UPI,Chennai,Grocery,M1053,C57252,1786.92,0.693,device,High,Open,0,0,Queue
ALT0002406,TXN00047559,2025-08-01 02:35:38,Card,Hyderabad,Travel,M1266,C22737,26321.82,0.693,geo_mismatch,High,Investigating,0,0,Queue
ALT0002473,TXN00033417,2025-08-01 14:13:38,Card,Nagpur,Gaming,M1404,C40592,10851.31,0.815,velocity,High,Open,0,0,Queue
ALT0002490,TXN00002745,2025-08-01 18:49:05,UPI,Kolkata,Food Delivery,M1740,C63912,158409.82,0.781,new_payee,High,Escalated,0,0,Queue
ALT0002509,TXN00038000,2025-08-01 23:08:20,UPI,Ahmedabad,Fashion,M1610,C84717,2210.69,0.755,night_burst,High,Escalated,0,0,Queue
ALT0002513,TXN00041357,2025-08-01 23:14:06,Card,Chennai,Electronics,M1568,C64262,181828.86,0.768,new_payee,High,Investigating,0,0,Queue
ALT0002547,TXN00027061,2025-08-02 00:54:43,UPI,Kochi,Electronics,M1652,C61515,7307.36,0.759,device,High,Escalated,0,0,Queue
ALT0002554,TXN00020347,2025-08-02 01:09:17,Card,Nagpur,Fuel,M1303,C50107,11537.04,0.782,night_burst,High,Investigating,0,0,Queue
ALT0002592,TXN00023382,2025-08-02 03:48:00,UPI,Jaipur,Electronics,M1544,C63074,2211.03,0.743,night_burst,High,Open,0,0,Queue
ALT0002686,TXN00035690,2025-08-03 01:28:44,UPI,Kolkata,Food Delivery,M1597,C57974,8439.27,0.716,new_payee,High,Escalated,0,0,Queue
ALT0002693,TXN00008397,2025-08-03 02:02:26,UPI,Jaipur,Gaming,M1813,C14057,18435.3,0.722,velocity,High,Escalated,0,0,Queue
ALT0002697,TXN00012286,2025-08-03 02:12:34,Card,Bengaluru,Grocery,M1057,C37339,988.5,0.81,geo_mismatch,High,Open,0,0,Queue
ALT0002735,TXN00027676,2025-08-03 04:22:42,UPI,Mumbai,Fashion,M1061,C26048,1705.32,0.717,velocity,High,Open,0,0,Queue
ALT0002744,TXN00032439,2025-08-03 04:45:15,Card,Indore,Fashion,M1318,C89700,6937.83,0.733,geo_mismatch,High,Investigating,0,0,Queue
ALT0002766,TXN00041138,2025-08-03 12:42:11,Card,Lucknow,Utilities,M1077,C24965,246653.03,0.734,device,High,Investigating,0,0,Queue
ALT0002798,TXN00020521,2025-08-03 23:04:31,UPI,Ahmedabad,Fashion,M1415,C63863,9822.28,0.716,velocity,High,Investigating,0,0,Queue
ALT0002801,TXN00032413,2025-08-03 23:27:12,UPI,Nagpur,Travel,M1341,C46073,4192.4,0.701,velocity,High,Open,0,0,Queue
ALT0002850,TXN00045517,2025-08-04 02:25:42,Wallet,Surat,Travel,M1096,C24780,11535.97,0.702,night_burst,High,Escalated,0,0,Queue
ALT0002856,TXN00038116,2025-08-04 02:43:35,UPI,Indore,Utilities,M1323,C60463,196071.21,0.745,amount_spike,High,Investigating,0,0,Queue
ALT0002879,TXN00015502,2025-08-04 04:13:11,Card,Nagpur,Electronics,M1721,C48471,42253.46,0.752,night_burst,High,Investigating,0,0,Queue
ALT0002889,TXN00044142,2025-08-04 04:48:50,Card,Kolkata,Fashion,M1430,C41747,7008.86,0.767,new_payee,High,Investigating,0,0,Queue
ALT0002944,TXN00002638,2025-08-04 23:37:13,UPI,Jaipur,Grocery,M1742,C18720,2077.1,0.763,velocity,High,Investigating,0,0,Queue
ALT0002981,TXN00014871,2025-08-05 01:19:04,UPI,Mumbai,Gaming,M1772,C81445,2173.89,0.764,velocity,High,Investigating,0,0,Queue
ALT0002982,TXN00029871,2025-08-05 01:20:17,UPI,Pune,Food Delivery,M1156,C63393,1338.22,0.77,velocity,High,Open,0,0,Queue
ALT0002983,TXN00031160,2025-08-05 01:20:45,UPI,Chandigarh,Fuel,M1344,C79028,190325.72,0.689,velocity,High,Investigating,0,0,Queue
ALT0002996,TXN00018771,2025-08-05 01:53:07,UPI,Jaipur,Education,M1646,C61648,8759.63,0.794,night_burst,High,Investigating,0,0,Queue
ALT0002997,TXN00034808,2025-08-05 01:55:58,Wallet,Indore,Grocery,M1168,C64709,8409.68,0.791,new_payee,High,Investigating,0,0,Queue
ALT0003012,TXN00044857,2025-08-05 02:38:53,UPI,Ahmedabad,Electronics,M1398,C68956,12502.74,0.688,velocity,High,Investigating,0,0,Queue
ALT0003019,TXN00032299,2025-08-05 02:58:56,Card,Mumbai,Fashion,M1560,C89758,35607.51,0.75,velocity,High,Investigating,0,0,Queue
ALT0003028,TXN00018843,2025-08-05 03:46:04,UPI,Bengaluru,Food Delivery,M1230,C77602,2169.88,0.808,velocity,High,Investigating,0,0,Queue
ALT0003079,TXN00045519,2025-08-05 17:06:28,Card,Kochi,Grocery,M1110,C49073,47629.07,0.813,new_payee,High,Open,0,0,Queue
ALT0003123,TXN00043708,2025-08-06 00:41:51,UPI,Chandigarh,Fuel,M1270,C57470,5494.92,0.736,night_burst,High,Investigating,0,0,Queue
ALT0003130,TXN00041046,2025-08-06 01:15:34,Wallet,Surat,Gaming,M1817,C11212,1078.65,0.786,new_payee,High,Escalated,0,0,Queue
ALT0003144,TXN00008548,2025-08-06 02:04:09,UPI,Surat,Electronics,M1896,C68873,317801.28,0.734,new_payee,High,Investigating,0,0,Queue
ALT0003152,TXN00035619,2025-08-06 02:37:36,UPI,Ahmedabad,Grocery,M1005,C27073,36814.15,0.685,velocity,High,Investigating,0,0,Queue
ALT0003162,TXN00039662,2025-08-06 02:56:34,UPI,Pune,Utilities,M1826,C64400,200.78,0.792,velocity,High,Investigating,0,0,Queue
ALT0003184,TXN00031059,2025-08-06 04:34:17,UPI,Lucknow,Grocery,M1577,C36793,1868.54,0.688,device,High,Escalated,0,0,Queue
ALT0003206,TXN00018555,2025-08-06 15:29:08,UPI,Bengaluru,Food Delivery,M1647,C15179,3149.26,0.684,geo_mismatch,High,Open,0,0,Queue
ALT0003269,TXN00040317,2025-08-07 01:43:49,Wallet,Chennai,Fuel,M1274,C40931,9244.11,0.696,device,High,Open,0,0,Queue
ALT0003277,TXN00006998,2025-08-07 02:17:05,Card,Jaipur,Fashion,M1279,C29186,5626.98,0.801,velocity,High,Open,0,0,Queue
ALT0003279,TXN00029013,2025-08-07 02:32:07,Card,Bengaluru,Gaming,M1202,C61221,2711.26,0.7,velocity,High,Escalated,0,0,Queue
ALT0003286,TXN00043042,2025-08-07 03:04:03,Card,Chennai,Utilities,M1500,C53720,6407.03,0.757,night_burst,High,Investigating,0,0,Queue
ALT0003334,TXN00015312,2025-08-07 07:14:01,Card,Kolkata,Education,M1063,C56920,4638.96,0.706,geo_mismatch,High,Investigating,0,0,Queue
ALT0003338,TXN00011554,2025-08-07 09:11:43,UPI,Kochi,Grocery,M1077,C40966,10733.74,0.799,device,High,Open,0,0,Queue
ALT0003406,TXN00008282,2025-08-08 01:04:27,UPI,Nagpur,Fashion,M1601,C26536,1046.27,0.706,device,High,Investigating,0,0,Queue
ALT0003431,TXN00013391,2025-08-08 02:14:05,Card,Kolkata,Travel,M1554,C36004,83054.86,0.73,device,High,Investigating,0,0,Queue
ALT0003456,TXN00041442,2025-08-08 04:09:21,Card,Bengaluru,Fuel,M1194,C30599,7488.88,0.763,velocity,High,Investigating,0,0,Queue
ALT0003464,TXN00003193,2025-08-08 04:43:14,Card,Chennai,Grocery,M1210,C71979,30863.2,0.737,device,High,Open,0,0,Queue
ALT0003483,TXN00030613,2025-08-08 11:30:19,Card,Pune,Electronics,M1487,C32797,121375.33,0.813,amount_spike,High,Escalated,0,0,Queue
ALT0003502,TXN00033869,2025-08-08 17:07:47,Card,Mumbai,Fashion,M1312,C39728,986.8,0.728,device,High,Open,0,0,Queue
ALT0003507,TXN00005036,2025-08-08 18:54:11,Card,Delhi,Travel,M1294,C77897,25200.29,0.684,amount_spike,High,Escalated,0,0,Queue
ALT0003554,TXN00000745,2025-08-09 01:15:34,UPI,Hyderabad,Utilities,M1291,C32150,950.84,0.681,velocity,High,Investigating,0,0,Queue
ALT0003555,TXN00006002,2025-08-09 01:33:19,Wallet,Bengaluru,Food Delivery,M1110,C39383,432.87,0.814,velocity,High,Escalated,0,0,Queue
ALT0003559,TXN00009639,2025-08-09 01:43:17,UPI,Kolkata,Electronics,M1131,C84855,2020.27,0.681,night_burst,High,Investigating,0,0,Queue
ALT0003564,TXN00020466,2025-08-09 02:00:17,UPI,Pune,Utilities,M1104,C51970,1275.26,0.699,velocity,High,Investigating,0,0,Queue
ALT0003668,TXN00007755,2025-08-09 23:20:20,UPI,Lucknow,Utilities,M1444,C18580,1746.87,0.743,device,High,Escalated,0,0,Queue
ALT0003671,TXN00031309,2025-08-09 23:25:05,UPI,Delhi,Fuel,M1629,C47849,555.0,0.801,new_payee,High,Investigating,0,0,Queue
ALT0003672,TXN00004227,2025-08-09 23:26:42,UPI,Mumbai,Utilities,M1170,C68063,11889.79,0.791,velocity,High,Investigating,0,0,Queue
ALT0003708,TXN00022829,2025-08-10 02:41:51,Wallet,Kolkata,Education,M1667,C81492,4369.53,0.791,velocity,High,Open,0,0,Queue
ALT0003796,TXN00043517,2025-08-11 00:50:10,Wallet,Chandigarh,Electronics,M1216,C22439,1004.57,0.764,night_burst,High,Open,0,0,Queue
ALT0003824,TXN00005965,2025-08-11 02:53:53,UPI,Nagpur,Utilities,M1520,C53325,2919.03,0.772,night_burst,High,Investigating,0,0,Queue
ALT0003830,TXN00015797,2025-08-11 03:23:26,UPI,Chandigarh,Grocery,M1557,C82631,14610.02,0.71,night_burst,High,Investigating,0,0,Queue
ALT0003836,TXN00000297,2025-08-11 04:01:44,Card,Nagpur,Food Delivery,M1248,C50961,4466.99,0.781,velocity,High,Investigating,0,0,Queue
ALT0003846,TXN00046098,2025-08-11 04:45:22,Wallet,Chennai,Fuel,M1368,C39374,972.57,0.794,velocity,High,Investigating,0,0,Queue
