alert_id,txn_id,alert_ts,channel,city,merchant_category,merchant_id,customer_id,amount_inr,fraud_score,rule_hit,severity,status,is_false_positive,is_blocked,analyst_queue
ALT0000029,TXN00029517,2025-07-15 01:46:27,UPI,Ahmedabad,Food Delivery,M1876,C25114,8287.77,0.68,velocity,Medium,Cleared,1,0,Done
ALT0000030,TXN00038088,2025-07-15 01:52:01,Wallet,Nagpur,Travel,M1454,C56808,7098.73,0.551,velocity,Medium,Blocked,1,1,Done
ALT0000031,TXN00000830,2025-07-15 01:53:34,UPI,Chandigarh,Food Delivery,M1463,C38948,4072.38,0.564,new_payee,Medium,Cleared,1,0,Done
ALT0000032,TXN00020891,2025-07-15 01:59:11,UPI,Chandigarh,Food Delivery,M1865,C14915,24708.12,0.508,night_burst,Low,Investigating,0,0,Queue
ALT0000033,TXN00003315,2025-07-15 02:01:16,Card,Chandigarh,Utilities,M1435,C84994,21124.19,0.613,velocity,Medium,Investigating,0,0,Queue
ALT0000034,TXN00046874,2025-07-15 02:03:36,Card,Pune,Fashion,M1023,C35624,5554.98,0.594,new_payee,Medium,Investigating,0,0,Queue
ALT0000035,TXN00031963,2025-07-15 02:03:50,UPI,Chennai,Grocery,M1049,C58608,407.75,0.683,velocity,High,Escalated,0,0,Queue
ALT0000036,TXN00046357,2025-07-15 02:04:49,UPI,Ahmedabad,Travel,M1276,C70600,66198.61,0.487,amount_spike,Low,Blocked,0,1,Done
ALT0000037,TXN00020637,2025-07-15 02:07:17,UPI,Delhi,Fuel,M1461,C39900,34004.38,0.48,velocity,Low,Cleared,1,0,Done
ALT0000038,TXN00008658,2025-07-15 02:12:22,UPI,Jaipur,Utilities,M1431,C68643,4337.55,0.521,velocity,Low,Blocked,0,1,Done
ALT0000039,TXN00004002,2025-07-15 02:15:49,Wallet,Chandigarh,Fuel,M1524,C86157,2869.25,0.81,night_burst,High,Open,0,0,Queue
ALT0000040,TXN00024532,2025-07-15 02:24:53,UPI,Chandigarh,Fashion,M1122,C26850,14216.52,0.592,new_payee,Medium,Blocked,1,1,Done
ALT0000041,TXN00019935,2025-07-15 02:26:05,UPI,Delhi,Healthcare,M1354,C24164,313.77,0.5,night_burst,Low,Blocked,1,1,Done
ALT0000042,TXN00028805,2025-07-15 02:28:12,Card,Ahmedabad,Education,M1179,C50841,38110.19,0.483,amount_spike,Low,Open,0,0,Queue
ALT0000043,TXN00038530,2025-07-15 02:28:58,UPI,Mumbai,Healthcare,M1732,C57026,3588.12,0.513,velocity,Low,Open,0,0,Queue
ALT0000044,TXN00026168,2025-07-15 02:29:00,Card,Kochi,Food Delivery,M1065,C21722,2846.56,0.572,velocity,Medium,Cleared,1,0,Done
ALT0000045,TXN00007551,2025-07-15 02:44:55,UPI,Nagpur,Grocery,M1035,C18750,4331.66,0.732,new_payee,High,Blocked,0,1,Done
ALT0000046,TXN00024347,2025-07-15 02:46:31,Wallet,Surat,Grocery,M1521,C13344,4692.06,0.583,velocity,Medium,Open,0,0,Queue
ALT0000047,TXN00026573,2025-07-15 02:46:31,UPI,Nagpur,Grocery,M1073,C12272,3713.09,0.63,new_payee,Medium,Blocked,0,1,Done
ALT0000048,TXN00037413,2025-07-15 02:56:29,UPI,Hyderabad,Travel,M1277,C26260,961.5,0.53,new_payee,Low,Investigating,0,0,Queue
ALT0000049,TXN00046869,2025-07-15 02:56:42,UPI,Kolkata,Food Delivery,M1886,C83582,3735.98,0.68,geo_mismatch,Medium,Investigating,0,0,Queue
ALT0000050,TXN00044864,2025-07-15 02:58:31,UPI,Surat,Food Delivery,M1752,C51986,5016.53,0.49,velocity,Low,Cleared,1,0,Done
ALT0000051,TXN00038562,2025-07-15 03:09:48,Card,Ahmedabad,Gaming,M1786,C52496,8581.84,0.568,night_burst,Medium,Cleared,1,0,Done
ALT0000052,TXN00033902,2025-07-15 03:10:41,Card,Lucknow,Fashion,M1447,C11259,12486.31,0.704,device,High,Cleared,0,0,Done
ALT0000053,TXN00007750,2025-07-15 03:12:15,Wallet,Mumbai,Healthcare,M1328,C86941,1209.97,0.617,night_burst,Medium,Escalated,0,0,Queue
ALT0000054,TXN00019463,2025-07-15 03:24:01,Card,Jaipur,Fuel,M1755,C54021,23657.34,0.55,velocity,Low,Open,0,0,Queue
ALT0000055,TXN00002634,2025-07-15 03:29:00,UPI,Lucknow,Travel,M1249,C75902,969.65,0.584,new_payee,Medium,Blocked,0,1,Done
ALT0000056,TXN00006023,2025-07-15 03:37:05,UPI,Pune,Grocery,M1297,C13367,199424.29,0.687,amount_spike,High,Blocked,1,1,Done
ALT0000057,TXN00042044,2025-07-15 03:39:27,Wallet,Delhi,Grocery,M1010,C75421,1582.19,0.581,velocity,Medium,Escalated,0,0,Queue
ALT0000058,TXN00020467,2025-07-15 03:42:55,UPI,Jaipur,Grocery,M1283,C84507,2388.04,0.493,new_payee,Low,Open,0,0,Queue
ALT0000059,TXN00025439,2025-07-15 03:44:49,UPI,Kochi,Fashion,M1708,C26842,1311.3,0.515,night_burst,Low,Blocked,1,1,Done
ALT0000060,TXN00036154,2025-07-15 03:54:17,Card,Chennai,Education,M1391,C20895,7852.28,0.538,new_payee,Low,Open,0,0,Queue
ALT0000061,TXN00045031,2025-07-15 04:01:59,UPI,Delhi,Fuel,M1726,C77158,16126.45,0.796,velocity,High,Blocked,0,1,Done
ALT0000062,TXN00030720,2025-07-15 04:02:00,Card,Ahmedabad,Electronics,M1530,C35164,26444.73,0.553,amount_spike,Medium,Cleared,1,0,Done
ALT0000063,TXN00021721,2025-07-15 04:02:53,UPI,Surat,Utilities,M1070,C70557,1316.84,0.507,night_burst,Low,Blocked,1,1,Done
ALT0000064,TXN00000490,2025-07-15 04:06:35,UPI,Delhi,Grocery,M1891,C49005,11747.35,0.572,night_burst,Medium,Blocked,1,1,Done
ALT0000065,TXN00024378,2025-07-15 04:09:48,UPI,Chennai,Electronics,M1579,C82103,884.79,0.531,night_burst,Low,Cleared,1,0,Done
ALT0000066,TXN00034550,2025-07-15 04:10:01,Card,Ahmedabad,Fashion,M1441,C44077,3361.01,0.49,velocity,Low,Cleared,1,0,Done
ALT0000067,TXN00037449,2025-07-15 04:10:24,Card,Mumbai,Food Delivery,M1703,C34640,1013.66,0.546,velocity,Low,Cleared,1,0,Done
ALT0000068,TXN00016314,2025-07-15 04:21:20,Card,Nagpur,Food Delivery,M1822,C19746,22634.87,0.604,night_burst,Medium,Open,0,0,Queue
ALT0000069,TXN00037446,2025-07-15 04:22:20,Card,Nagpur,Fashion,M1248,C27067,26599.12,0.66,amount_spike,Medium,Cleared,1,0,Done
ALT0000070,TXN00022755,2025-07-15 04:24:11,Card,Surat,Healthcare,M1618,C23250,6728.08,0.489,velocity,Low,Investigating,0,0,Queue
ALT0000071,TXN00032757,2025-07-15 04:27:50,Card,Ahmedabad,Food Delivery,M1657,C22446,2834.7,0.553,velocity,Medium,Investigating,0,0,Queue
ALT0000072,TXN00044684,2025-07-15 04:32:23,Wallet,Chandigarh,Utilities,M1403,C78609,11336.11,0.583,new_payee,Medium,Cleared,1,0,Done
ALT0000073,TXN00007022,2025-07-15 04:34:26,UPI,Pune,Food Delivery,M1091,C45091,2980.94,0.567,velocity,Medium,Blocked,0,1,Done
ALT0000074,TXN00025124,2025-07-15 04:47:59,Card,Chennai,Utilities,M1229,C73943,2322.16,0.573,velocity,Medium,Cleared,1,0,Done
ALT0000075,TXN00037667,2025-07-15 04:48:09,Card,Ahmedabad,Fuel,M1744,C21755,81831.25,0.492,velocity,Low,Blocked,1,1,Done
ALT0000076,TXN00005035,2025-07-15 04:59:59,Wallet,Nagpur,Fuel,M1482,C81919,31723.97,0.607,device,Medium,Investigating,0,0,Queue
ALT0000077,TXN00042738,2025-07-15 05:27:17,Card,Delhi,Grocery,M1256,C41869,20887.16,0.648,velocity,Medium,Cleared,1,0,Done
ALT0000078,TXN00005833,2025-07-15 05:52:54,UPI,Pune,Food Delivery,M1389,C81681,1734.93,0.541,velocity,Low,Cleared,1,0,Done
ALT0000079,TXN00042339,2025-07-15 06:39:34,Card,Hyderabad,Education,M1861,C31873,1640.7,0.524,geo_mismatch,Low,Open,0,0,Queue
ALT0000080,TXN00019579,2025-07-15 07:51:40,Card,Kolkata,Food Delivery,M1632,C49053,469.84,0.659,device,Medium,Investigating,0,0,Queue
ALT0000081,TXN00015255,2025-07-15 07:55:23,Card,Ahmedabad,Electronics,M1353,C52443,22378.7,0.609,velocity,Medium,Blocked,1,1,Done
ALT0000082,TXN00039290,2025-07-15 08:43:15,UPI,Chennai,Grocery,M1554,C16575,3794.29,0.614,velocity,Medium,Blocked,0,1,Done
ALT0000083,TXN00013936,2025-07-15 08:44:48,Card,Kochi,Grocery,M1081,C34247,7949.64,0.502,new_payee,Low,Cleared,1,0,Done
ALT0000084,TXN00022003,2025-07-15 08:59:45,UPI,Ahmedabad,Food Delivery,M1202,C30893,16224.66,0.496,velocity,Low,Cleared,1,0,Done
ALT0000085,TXN00040644,2025-07-15 09:14:15,Card,Chennai,Fuel,M1629,C59817,1252.7,0.565,velocity,Medium,Cleared,1,0,Done
ALT0000086,TXN00015747,2025-07-15 09:19:25,UPI,Lucknow,Food Delivery,M1760,C23264,293406.52,0.575,amount_spike,Medium,Open,0,0,Queue
ALT0000087,TXN00017970,2025-07-15 09:45:45,UPI,Kochi,Travel,M1708,C11321,7416.32,0.525,velocity,Low,Open,0,0,Queue
ALT0000088,TXN00046022,2025-07-15 10:38:14,Card,Delhi,Fuel,M1548,C42110,2514.86,0.49,geo_mismatch,Low,Open,0,0,Queue
ALT0000089,TXN00039893,2025-07-15 10:56:06,Card,Nagpur,Utilities,M1649,C25429,11748.95,0.486,device,Low,Cleared,1,0,Done
ALT0000090,TXN00036906,2025-07-15 11:15:58,Card,Bengaluru,Fashion,M1076,C15530,35211.5,0.574,velocity,Medium,Open,0,0,Queue
ALT0000091,TXN00019429,2025-07-15 11:49:36,Card,Delhi,Food Delivery,M1559,C44443,149270.5,0.489,amount_spike,Low,Cleared,1,0,Done
ALT0000092,TXN00009212,2025-07-15 12:17:55,Card,Bengaluru,Healthcare,M1451,C73903,30508.53,0.681,velocity,High,Escalated,0,0,Queue
ALT0000093,TXN00002301,2025-07-15 13:16:17,UPI,Nagpur,Travel,M1305,C54742,15698.3,0.744,velocity,High,Investigating,0,0,Queue
ALT0000094,TXN00000336,2025-07-15 13:43:23,Card,Kochi,Food Delivery,M1248,C62780,12598.63,0.571,new_payee,Medium,Cleared,1,0,Done
ALT0000095,TXN00001110,2025-07-15 13:49:44,UPI,Jaipur,Fuel,M1742,C41063,9181.05,0.59,new_payee,Medium,Investigating,0,0,Queue
ALT0000096,TXN00026560,2025-07-15 14:40:04,UPI,Surat,Grocery,M1898,C48095,1910.08,0.497,device,Low,Cleared,1,0,Done
ALT0000097,TXN00034698,2025-07-15 14:55:46,UPI,Bengaluru,Food Delivery,M1002,C82849,2466.59,0.565,velocity,Medium,Open,0,0,Queue
ALT0000098,TXN00029066,2025-07-15 15:00:39,UPI,Hyderabad,Utilities,M1015,C56969,7557.01,0.559,geo_mismatch,Medium,Investigating,0,0,Queue
ALT0000099,TXN00001383,2025-07-15 15:23:21,Card,Kolkata,Healthcare,M1144,C10411,33344.85,0.556,velocity,Medium,Investigating,0,0,Queue
ALT0000100,TXN00026749,2025-07-15 15:24:20,UPI,Pune,Fuel,M1107,C22492,1518.46,0.514,device,Low,Cleared,1,0,Done
ALT0000101,TXN00009445,2025-07-15 15:46:38,UPI,Ahmedabad,Grocery,M1634,C86699,14990.26,0.591,geo_mismatch,Medium,Blocked,0,1,Done
ALT0000102,TXN00009488,2025-07-15 16:17:48,UPI,Kochi,Electronics,M1100,C17979,9390.52,0.634,velocity,Medium,Blocked,1,1,Done
ALT0000103,TXN00025832,2025-07-15 16:17:57,Wallet,Nagpur,Fashion,M1550,C64691,487.19,0.508,velocity,Low,Cleared,1,0,Done
ALT0000104,TXN00034337,2025-07-15 16:32:30,UPI,Lucknow,Food Delivery,M1419,C40280,5128.79,0.579,velocity,Medium,Open,0,0,Queue
ALT0000105,TXN00021380,2025-07-15 16:39:33,UPI,Mumbai,Grocery,M1708,C55974,2430.25,0.613,geo_mismatch,Medium,Blocked,1,1,Done
ALT0000106,TXN00037990,2025-07-15 16:47:52,UPI,Jaipur,Fashion,M1104,C75498,5508.19,0.525,velocity,Low,Blocked,0,1,Done
ALT0000107,TXN00003474,2025-07-15 16:53:55,Card,Mumbai,Travel,M1399,C20334,6492.88,0.759,new_payee,High,Investigating,0,0,Queue
ALT0000108,TXN00020566,2025-07-15 17:08:02,UPI,Chennai,Electronics,M1362,C19648,74163.59,0.588,amount_spike,Medium,Cleared,1,0,Done
ALT0000109,TXN00024794,2025-07-15 17:21:21,UPI,Bengaluru,Grocery,M1480,C28866,10624.56,0.68,new_payee,Medium,Investigating,0,0,Queue
ALT0000110,TXN00030090,2025-07-15 17:26:05,Wallet,Lucknow,Fashion,M1628,C34743,4138.72,0.506,device,Low,Cleared,1,0,Done
ALT0000111,TXN00035650,2025-07-15 17:42:17,Wallet,Jaipur,Gaming,M1574,C57806,336.33,0.529,geo_mismatch,Low,Cleared,1,0,Done
ALT0000112,TXN00018033,2025-07-15 18:01:43,Card,Lucknow,Fuel,M1862,C81218,7416.75,0.657,velocity,Medium,Cleared,1,0,Done
ALT0000113,TXN00029366,2025-07-15 18:10:26,UPI,Surat,Healthcare,M1156,C32705,86136.71,0.495,velocity,Low,Cleared,1,0,Done
ALT0000114,TXN00033501,2025-07-15 18:24:22,Card,Chennai,Healthcare,M1567,C81414,2700.97,0.592,velocity,Medium,Cleared,1,0,Done
ALT0000115,TXN00033356,2025-07-15 18:30:02,UPI,Nagpur,Fuel,M1652,C29678,6664.0,0.523,device,Low,Investigating,0,0,Queue
ALT0000116,TXN00013677,2025-07-15 18:30:22,UPI,Mumbai,Gaming,M1377,C16258,4168.54,0.481,device,Low,Cleared,1,0,Done
ALT0000117,TXN00003166,2025-07-15 18:44:51,UPI,Hyderabad,Gaming,M1568,C20331,3567.77,0.511,new_payee,Low,Cleared,1,0,Done
ALT0000118,TXN00041974,2025-07-15 19:05:31,UPI,Bengaluru,Utilities,M1009,C47435,6219.84,0.606,device,Medium,Cleared,1,0,Done
ALT0000119,TXN00028712,2025-07-15 19:08:37,Card,Nagpur,Travel,M1678,C58114,73956.9,0.608,velocity,Medium,Open,0,0,Queue
ALT0000120,TXN00033450,2025-07-15 19:20:48,Card,Hyderabad,Grocery,M1115,C63007,3796.19,0.618,velocity,Medium,Cleared,1,0,Done
ALT0000121,TXN00002151,2025-07-15 19:57:05,Card,Surat,Grocery,M1049,C72544,31545.06,0.597,velocity,Medium,Escalated,0,0,Queue
ALT0000122,TXN00038081,2025-07-15 20:04:19,Card,Hyderabad,Grocery,M1718,C11126,1984.43,0.581,velocity,Medium,Open,0,0,Queue
ALT0000123,TXN00021543,2025-07-15 20:05:41,UPI,Kolkata,Travel,M1564,C17628,11439.85,0.502,velocity,Low,Cleared,1,0,Done
ALT0000124,TXN00023130,2025-07-15 21:09:25,UPI,Ahmedabad,Fuel,M1000,C60635,2497.12,0.578,device,Medium,Investigating,0,0,Queue
ALT0000125,TXN00044267,2025-07-15 22:00:04,UPI,Nagpur,Education,M1060,C32306,816.24,0.608,velocity,Medium,Blocked,0,1,Done
ALT0000126,TXN00022317,2025-07-15 22:20:27,Card,Ahmedabad,Electronics,M1327,C27080,89197.91,0.615,amount_spike,Medium,Investigating,0,0,Queue
ALT0000127,TXN00025343,2025-07-15 22:30:19,Card,Nagpur,Gaming,M1468,C53481,3234.96,0.483,device,Low,Cleared,1,0,Done
ALT0000128,TXN00047041,2025-07-15 22:32:48,Card,Pune,Electronics,M1522,C46208,40055.28,0.546,velocity,Low,Blocked,1,1,Done
ALT0000129,TXN00010885,2025-07-15 22:50:23,Wallet,Jaipur,Education,M1424,C24132,356.02,0.5,velocity,Low,Open,0,0,Queue
ALT0000130,TXN00039050,2025-07-15 22:51:07,UPI,Jaipur,Fashion,M1002,C20078,1655.54,0.53,velocity,Low,Investigating,0,0,Queue
ALT0000131,TXN00021917,2025-07-15 23:01:27,UPI,Indore,Education,M1293,C42536,3373.31,0.567,night_burst,Medium,Open,0,0,Queue
ALT0000132,TXN00011122,2025-07-15 23:06:52,UPI,Hyderabad,Fuel,M1596,C15721,11718.93,0.514,night_burst,Low,Cleared,1,0,Done
ALT0000133,TXN00014280,2025-07-15 23:11:10,UPI,Pune,Food Delivery,M1683,C74124,1211.53,0.483,velocity,Low,Investigating,0,0,Queue
ALT0000134,TXN00009979,2025-07-15 23:12:37,Card,Surat,Travel,M1470,C57272,6897.35,0.493,velocity,Low,Cleared,1,0,Done
ALT0000135,TXN00043651,2025-07-15 23:17:29,UPI,Kochi,Fashion,M1537,C89163,8763.44,0.561,device,Medium,Blocked,1,1,Done
ALT0000136,TXN00041276,2025-07-15 23:19:44,UPI,Bengaluru,Grocery,M1890,C28616,173105.44,0.628,velocity,Medium,Open,0,0,Queue
ALT0000137,TXN00015676,2025-07-15 23:24:10,Wallet,Nagpur,Utilities,M1334,C31183,975.4,0.567,new_payee,Medium,Investigating,0,0,Queue
ALT0000138,TXN00013848,2025-07-15 23:25:58,UPI,Pune,Gaming,M1017,C85793,2906.65,0.496,velocity,Low,Open,0,0,Queue
ALT0000139,TXN00017271,2025-07-15 23:32:57,UPI,Jaipur,Gaming,M1502,C19780,1892.39,0.509,velocity,Low,Blocked,0,1,Done
ALT0000140,TXN00002826,2025-07-15 23:33:58,Card,Surat,Fashion,M1719,C82598,43837.27,0.589,night_burst,Medium,Cleared,1,0,Done
ALT0000141,TXN00001457,2025-07-15 23:34:21,UPI,Delhi,Utilities,M1829,C19922,6490.87,0.6,new_payee,Medium,Investigating,0,0,Queue
ALT0000142,TXN00032484,2025-07-15 23:34:51,UPI,Chennai,Fuel,M1439,C11006,29835.8,0.617,night_burst,Medium,Cleared,1,0,Done
ALT0000143,TXN00017997,2025-07-15 23:35:52,UPI,Delhi,Gaming,M1007,C32304,8263.02,0.495,velocity,Low,Cleared,1,0,Done
ALT0000144,TXN00005714,2025-07-15 23:40:52,Wallet,Kochi,Gaming,M1654,C52551,5978.34,0.602,new_payee,Medium,Cleared,1,0,Done
ALT0000145,TXN00041093,2025-07-15 23:44:21,UPI,Delhi,Fashion,M1568,C82786,1318.35,0.745,velocity,High,Escalated,0,0,Queue
ALT0000146,TXN00025111,2025-07-15 23:54:55,UPI,Chandigarh,Fuel,M1717,C30599,671.79,0.563,velocity,Medium,Open,0,0,Queue
ALT0000147,TXN00015715,2025-07-16 00:06:02,Card,Hyderabad,Healthcare,M1316,C44422,27052.33,0.564,amount_spike,Medium,Open,0,0,Queue
ALT0000148,TXN00045536,2025-07-16 00:08:57,Card,Lucknow,Electronics,M1887,C74209,10626.63,0.579,velocity,Medium,Open,0,0,Queue
ALT0000149,TXN00044296,2025-07-16 00:10:51,Card,Ahmedabad,Electronics,M1102,C66156,4974.8,0.601,night_burst,Medium,Cleared,1,0,Done
ALT0000150,TXN00001413,2025-07-16 00:18:31,Card,Kolkata,Food Delivery,M1332,C36574,85859.31,0.504,amount_spike,Low,Investigating,0,0,Queue
ALT0000151,TXN00004509,2025-07-16 00:28:41,UPI,Nagpur,Food Delivery,M1332,C31330,955.1,0.535,velocity,Low,Investigating,0,0,Queue
ALT0000152,TXN00008835,2025-07-16 00:28:48,Card,Delhi,Utilities,M1868,C47162,9418.03,0.482,velocity,Low,Cleared,1,0,Done
ALT0000153,TXN00005386,2025-07-16 00:30:13,UPI,Mumbai,Electronics,M1438,C84489,32181.04,0.48,new_payee,Low,Cleared,1,0,Done
ALT0000154,TXN00047531,2025-07-16 00:31:14,Card,Delhi,Electronics,M1190,C17169,4854.27,0.603,night_burst,Medium,Open,0,0,Queue
ALT0000155,TXN00013789,2025-07-16 00:33:52,UPI,Indore,Utilities,M1752,C29838,21283.17,0.522,velocity,Low,Cleared,1,0,Done
ALT0000156,TXN00008518,2025-07-16 00:40:48,Wallet,Surat,Fuel,M1778,C11389,740.31,0.564,night_burst,Medium,Open,0,0,Queue
ALT0000157,TXN00017982,2025-07-16 00:44:34,UPI,Kochi,Fashion,M1158,C46910,32453.31,0.761,new_payee,High,Open,0,0,Queue
ALT0000158,TXN00007582,2025-07-16 00:44:51,UPI,Hyderabad,Fuel,M1610,C71187,10665.94,0.529,velocity,Low,Cleared,1,0,Done
ALT0000159,TXN00024660,2025-07-16 00:45:32,UPI,Hyderabad,Grocery,M1192,C11099,22319.5,0.61,night_burst,Medium,Blocked,0,1,Done
ALT0000160,TXN00028186,2025-07-16 00:46:51,Card,Ahmedabad,Travel,M1756,C27578,41508.35,0.948,device,Critical,Cleared,0,0,Done
ALT0000161,TXN00022553,2025-07-16 00:50:23,Card,Hyderabad,Travel,M1668,C27761,49836.77,0.532,amount_spike,Low,Cleared,1,0,Done
ALT0000162,TXN00006656,2025-07-16 00:57:38,Wallet,Jaipur,Electronics,M1021,C24888,4876.95,0.582,new_payee,Medium,Blocked,0,1,Done
ALT0000163,TXN00040277,2025-07-16 00:57:56,Card,Ahmedabad,Healthcare,M1313,C20194,38230.51,0.668,amount_spike,Medium,Investigating,0,0,Queue
ALT0000164,TXN00027850,2025-07-16 01:02:34,Wallet,Ahmedabad,Fashion,M1143,C83410,47000.06,0.563,new_payee,Medium,Investigating,0,0,Queue
ALT0000165,TXN00038095,2025-07-16 01:06:00,Wallet,Jaipur,Education,M1887,C74684,963.05,0.538,velocity,Low,Cleared,1,0,Done
ALT0000166,TXN00019582,2025-07-16 01:06:44,Wallet,Jaipur,Electronics,M1624,C79603,6633.36,0.558,night_burst,Medium,Cleared,1,0,Done
ALT0000167,TXN00020435,2025-07-16 01:08:55,Card,Indore,Utilities,M1893,C65224,3266.91,0.753,device,High,Investigating,0,0,Queue
ALT0000168,TXN00027614,2025-07-16 01:17:11,UPI,Ahmedabad,Utilities,M1077,C52509,4260.76,0.566,new_payee,Medium,Blocked,1,1,Done
ALT0000169,TXN00044840,2025-07-16 01:22:32,UPI,Surat,Travel,M1154,C82395,3783.81,0.513,new_payee,Low,Open,0,0,Queue
ALT0000170,TXN00020914,2025-07-16 01:24:29,UPI,Hyderabad,Education,M1876,C10409,2580.51,0.61,night_burst,Medium,Cleared,1,0,Done
ALT0000171,TXN00047614,2025-07-16 01:28:25,UPI,Jaipur,Fashion,M1806,C61872,4420.34,0.629,night_burst,Medium,Blocked,1,1,Done
ALT0000172,TXN00030106,2025-07-16 01:28:41,Card,Kolkata,Food Delivery,M1717,C68117,4345.47,0.661,new_payee,Medium,Investigating,0,0,Queue
ALT0000173,TXN00040611,2025-07-16 01:41:11,UPI,Hyderabad,Grocery,M1439,C85678,687.72,0.58,geo_mismatch,Medium,Open,0,0,Queue
ALT0000174,TXN00008235,2025-07-16 01:55:12,Card,Indore,Fuel,M1641,C64997,75329.33,0.609,velocity,Medium,Escalated,0,0,Queue
ALT0000175,TXN00015520,2025-07-16 01:56:47,UPI,Kolkata,Fashion,M1721,C80460,1051.51,0.727,night_burst,High,Cleared,0,0,Done
